OverallQual,GrLivArea,TotalBsmtSF,GarageCars,BsmtFinSF1,YearBuilt,LotArea,GarageYrBlt,YearRemodAdd,CentralAir_Y,2ndFlrSF,CentralAir_N,Fireplaces,BsmtUnfSF,LotFrontage,OpenPorchSF,MSZoning_RM,GarageType_Detchd,MSZoning_C (all),WoodDeckSF,BsmtQual,BsmtFinType1,MasVnrArea,OverallCond_3,GarageType_Attchd,KitchenQual,ExterCond,FullBath,EnclosedPorch,BedroomAbvGr,SalePrice
5,6.947937068614969,6.947937068614969,1.0,6.810142450115136,1965,9.32375833901174,7.583756300707112,1965,1,0.0,0,0,4.90527477843843,4.2626798770413155,0.0,0,1,0,0.0,4,5,0.0,0,0,1.3862943611198906,1.6094379124341003,1,0.0,3,11.771443882099637
9,7.751475318021456,7.069874128458572,3.0,6.906754778648554,2005,9.386392315756542,7.603897968521881,2006,1,7.04141166379481,0,2,5.181783550292085,4.454347296253507,3.091042453358316,0,0,0,4.997212273764115,0,2,5.659482215759621,0,0,0.0,1.6094379124341003,3,0.0,4,12.75130259456002
5,6.816735880594968,6.816735880594968,1.0,6.6039438246004725,1962,9.470317173335742,7.5822291942764615,1962,1,0.0,0,0,5.170483995038151,4.110873864173311,0.0,0,1,0,4.948759890378168,4,0,0.0,0,0,1.3862943611198906,1.6094379124341003,1,0.0,2,11.87757552297847
7,7.3098814858247865,7.3098814858247865,3.0,0.0,2006,9.273596821611198,7.604396348796338,2007,1,0.0,0,1,7.3098814858247865,4.5217885770490405,3.5263605246161616,0,0,0,5.081404364984463,2,6,5.726847747587197,0,1,1.0986122886681098,1.6094379124341003,2,0.0,3,12.540761149388421
6,7.134093721192866,7.134093721192866,1.0,6.598509028614515,1960,9.298442820197728,7.581209826196346,1960,1,0.0,0,1,6.255750041753367,4.110873864173311,5.365976015021851,0,0,0,0.0,4,1,5.3612921657094255,0,1,1.3862943611198906,1.6094379124341003,1,5.176149732573829,2,11.964007453736912
7,6.75110146893676,6.725033642166843,2.0,0.0,1929,8.71948076085107,7.596894438144544,2001,1,0.0,0,0,6.725033642166843,3.9512437185814275,4.727387818712341,1,1,0,3.8918202981106265,4,6,0.0,0,0,1.3862943611198906,1.6094379124341003,1,0.0,2,11.790564777297387
6,6.912742820493176,6.912742820493176,2.0,6.361302477572996,1970,9.32741204356202,7.58629630715272,1970,1,0.0,0,1,6.056784013228625,4.110873864173311,0.0,0,0,0,0.0,4,0,5.198497031265826,0,1,1.3862943611198906,1.6094379124341003,1,0.0,2,11.91170829631447
4,7.167809184316444,0.0,2.0,0.0,1967,9.286560397887591,7.584773077612199,1967,1,0.0,0,0,0.0,4.290459441148391,0.0,0,0,0,0.0,3,4,0.0,0,0,1.3862943611198906,1.6094379124341003,2,0.0,2,11.407576060361786
5,7.016609683894219,7.016609683894219,2.0,6.472346294500901,2004,9.524859098381523,7.60339933974067,2004,1,0.0,0,0,6.150602768446279,4.204692619390966,4.634728988229636,0,1,0,0.0,4,2,0.0,0,0,1.0986122886681098,1.6094379124341003,1,0.0,3,11.976665770490767
5,7.200424892944957,6.937314081223682,1.0,6.22455842927536,1958,8.93075873555827,7.580189417944541,1965,1,0.0,0,0,6.26530121273771,4.2626798770413155,0.0,0,0,0,0.0,4,3,0.0,0,1,1.3862943611198906,1.6094379124341003,1,0.0,3,11.842236406331555
8,7.773594467360194,7.055312843339752,3.0,0.0,2005,9.562123369834488,7.603897968521881,2006,1,7.105786129481271,0,1,7.055312843339752,4.624972813284271,5.043425116919247,0,0,0,5.484796933490655,0,6,5.942799375126701,0,0,1.0986122886681098,1.6094379124341003,3,0.0,4,12.692506186542177
7,7.011213987350367,6.45833828334479,1.0,0.0,1930,8.915969311373605,7.565793282428515,1950,1,0.0,0,1,6.45833828334479,4.060443010546419,0.0,1,0,0,0.0,4,6,0.0,0,1,1.0986122886681098,1.6094379124341003,1,5.327876168789581,3,11.845109950883979
8,7.493317248862145,7.48324441607385,2.0,0.0,2002,9.184304357425342,7.602401335665818,2002,1,0.0,0,1,7.48324441607385,4.330733340286331,5.075173815233827,0,0,0,5.147494476813453,2,6,5.641907070938114,0,1,1.0986122886681098,1.6094379124341003,2,0.0,3,12.345838935721968
5,6.966967138613983,6.947937068614969,2.0,6.734591659972948,1976,8.348774539791274,7.589335823170617,1976,1,0.0,0,1,5.303304908059076,3.8066624897703196,4.709530201312334,1,0,0,4.61512051684126,2,2,0.0,0,1,1.3862943611198906,1.6094379124341003,1,0.0,3,11.774527900858468
5,6.966967138613983,6.966967138613983,1.0,5.241747015059643,1968,9.017604776833355,7.585281078639126,2001,1,0.0,0,1,5.3230099791384085,4.110873864173311,4.51085950651685,0,0,0,6.008813185442595,4,5,0.0,0,1,1.0986122886681098,1.0986122886681098,1,0.0,3,11.944714374881176
8,7.3783837129967145,7.356918242356021,3.0,0.0,2007,9.56317796268366,7.60489448081162,2007,1,0.0,0,1,7.356918242356021,4.709530201312334,4.04305126783455,0,0,0,0.0,2,6,6.46302945692067,0,1,1.0986122886681098,1.6094379124341003,2,0.0,3,12.454107814022272
5,6.803505257608338,6.803505257608338,2.0,5.459585514144159,1951,8.881975184248867,7.603897968521881,2000,1,0.0,0,0,5.198497031265826,4.110873864173311,3.4965075614664802,0,1,0,5.407171771460119,4,1,0.0,0,0,1.0986122886681098,1.6094379124341003,1,0.0,3,11.811554895830454
8,7.4413203897176174,7.4413203897176174,3.0,7.105786129481271,2007,9.348274558065496,7.605392364814935,2008,1,0.0,0,1,6.18826412308259,4.59511985013459,3.9318256327243257,0,0,0,0.0,0,2,5.303304908059076,0,1,1.0986122886681098,1.6094379124341003,2,0.0,3,12.631343648903034
5,7.3783837129967145,7.3031700512368,1.0,7.15305163493748,1957,9.700269170029188,7.579678823090456,1997,1,0.0,0,2,5.337538079701318,3.871201010907891,5.556828061699537,0,0,0,5.666426688112432,4,1,0.0,0,1,1.3862943611198906,1.6094379124341003,1,0.0,2,12.242891437918386
4,6.255750041753367,6.255750041753367,1.0,0.0,1927,8.752265313595721,7.560601162768557,1950,0,0.0,1,0,6.255750041753367,4.110873864173311,0.0,1,1,0,3.912023005428146,4,6,0.0,0,0,0.6931471805599453,1.6094379124341003,1,4.477336814478207,1,11.134603622683905
4,7.183870715062453,6.476972362889683,1.0,0.0,1920,9.04793908261736,7.560601162768557,1950,0,6.505784060128229,1,0,6.476972362889683,3.9318256327243257,4.007333185232471,0,1,1,0.0,4,6,0.0,0,0,1.3862943611198906,0.6931471805599453,1,5.153291594497779,3,10.596659732783579
5,7.113956109566034,7.113956109566034,1.0,0.0,1966,9.053101595549691,7.584264818389059,2006,1,0.0,0,0,7.113956109566034,4.110873864173311,4.189654742026425,0,0,0,0.0,4,6,0.0,0,1,1.0986122886681098,1.6094379124341003,1,0.0,3,11.914054519303125
8,7.118826249062078,7.118826249062078,2.0,0.0,2007,9.3101857069459,7.60489448081162,2007,1,0.0,0,0,7.118826249062078,4.454347296253507,3.4339872044851463,0,0,0,0.0,0,6,0.0,0,1,1.0986122886681098,1.6094379124341003,2,0.0,3,12.100161978566867
5,7.438971592395862,7.243512974665482,2.0,6.926577033222725,1959,9.26416545867109,7.580699752224563,1959,1,0.0,0,1,5.942799375126701,4.2626798770413155,3.6635616461296463,0,0,0,0.0,4,5,0.0,0,1,1.0986122886681098,1.6094379124341003,1,0.0,4,12.016732516077072
9,7.3537223303996315,7.3537223303996315,2.0,7.050989447068045,2005,8.897545598709327,7.603897968521881,2005,1,0.0,0,1,6.013715156042802,4.110873864173311,3.871201010907891,0,0,0,5.318119993844216,0,2,5.5093883366279774,0,1,0.0,1.6094379124341003,2,0.0,2,12.533579815765737
8,7.8050670442584895,7.0192966537150445,3.0,0.0,2004,9.504426892100957,7.60339933974067,2005,1,7.186144304522325,0,1,7.0192966537150445,4.6913478822291435,3.4965075614664802,0,0,0,4.736198448394496,0,6,4.890349128221754,0,0,1.0986122886681098,1.6094379124341003,3,0.0,4,12.6410997921206
5,7.001245622069476,7.001245622069476,2.0,0.0,1994,9.292841593487926,7.59890045687141,1995,1,0.0,0,0,7.001245622069476,4.727387818712341,4.174387269895637,0,0,0,5.973809611869261,2,6,0.0,0,1,1.3862943611198906,1.6094379124341003,1,0.0,3,11.884495917930655
5,7.168579897264035,7.168579897264035,2.0,7.101675971619444,1954,9.051696278536586,7.578145472419466,1990,1,0.0,0,1,4.442651256490317,4.31748811353631,0.0,0,0,0,0.0,4,5,6.478509642208569,0,1,1.3862943611198906,1.6094379124341003,1,0.0,3,11.938199736300925
5,6.964135612418245,6.964135612418245,1.0,6.595780513961311,1953,8.977525200965243,7.577633832602728,2007,1,0.0,0,0,5.7899601708972535,4.23410650459726,3.970291913552122,0,1,0,0.0,4,2,0.0,0,0,1.0986122886681098,1.0986122886681098,1,0.0,3,11.599112335481124
4,7.050122520269059,0.0,0.0,0.0,1955,8.706324840138741,0.0,1955,0,0.0,1,0,0.0,4.189654742026425,0.0,0,0,0,0.0,3,4,0.0,0,0,0.6931471805599453,1.6094379124341003,2,0.0,2,11.314486721293981
6,7.1891677384203225,6.9930151229329605,2.0,6.467698726104354,1965,9.066354521447801,7.583756300707112,1965,1,0.0,0,1,6.100318952020064,4.442651256490317,4.9344739331306915,0,0,0,0.0,4,5,4.624972813284271,0,1,1.3862943611198906,1.6094379124341003,2,0.0,3,11.982935344196433
5,7.192182058713246,7.208600337960199,1.0,6.875232087276577,1959,9.735423867488873,7.580699752224563,1959,1,0.0,0,2,5.950642552587727,4.7535901911063645,4.653960350157523,0,0,0,0.0,4,1,0.0,0,1,1.3862943611198906,1.0986122886681098,1,0.0,2,12.04355959836804
5,6.785587645007929,6.734591659972948,2.0,6.617402977974478,1983,9.1248914101437,7.592870287844818,1983,1,0.0,0,0,0.0,4.110873864173311,0.0,0,0,0,5.484796933490655,2,0,0.0,0,1,1.0986122886681098,1.6094379124341003,1,0.0,2,11.87757552297847
5,6.844815479208263,6.844815479208263,1.0,5.638354669333745,1975,9.127067452782361,7.589841512182657,1980,1,0.0,0,0,5.123963979403259,4.110873864173311,0.0,0,1,0,4.983606621708336,2,3,0.0,0,0,1.3862943611198906,1.6094379124341003,1,0.0,3,11.777218637129327
5,7.048386408721883,7.048386408721883,1.0,5.19295685089021,1959,8.980423936374544,7.580699752224563,1959,1,0.0,0,0,6.144185634125646,4.2626798770413155,0.0,0,0,0,0.0,4,0,0.0,0,1,1.3862943611198906,1.6094379124341003,1,0.0,3,11.856522261533737
9,7.469083884921234,7.469083884921234,2.0,6.124683390894205,2005,8.943636705909594,7.603897968521881,2005,1,0.0,0,1,7.167809184316444,4.127134385045092,4.418840607796598,0,0,0,5.2832037287379885,0,2,6.023447592961033,0,1,0.0,1.6094379124341003,2,0.0,2,12.675766851909591
7,7.673223121121708,7.268920128193722,2.0,7.20934025660291,2003,9.458995712459116,7.602900462204755,2003,1,6.448889394146858,0,1,4.430816798843313,3.8918202981106265,3.784189633918261,0,0,0,5.1298987149230735,0,2,0.0,0,1,1.0986122886681098,1.6094379124341003,1,0.0,1,12.387089184491993
8,7.4127640174265625,7.4127640174265625,3.0,3.2188758248682006,2006,9.314430080500564,7.604396348796338,2006,1,0.0,0,0,7.398174092970465,4.442651256490317,4.990432586778736,0,0,0,0.0,2,2,0.0,0,1,1.0986122886681098,1.6094379124341003,2,0.0,3,12.428019481065613
4,7.2813856635702825,6.602587892189336,0.0,0.0,1920,8.402231172946555,0.0,2008,1,6.57507584059962,0,0,6.602587892189336,3.5263605246161616,0.0,1,0,0,0.0,4,6,0.0,0,0,1.3862943611198906,1.6094379124341003,2,4.634728988229636,2,11.635151947212842
5,6.862757913051401,6.862757913051401,1.0,6.638567789166521,1966,8.954544488386723,7.584264818389059,1966,1,0.0,0,0,5.262690188904886,4.204692619390966,0.0,0,0,0,0.0,4,1,0.0,0,1,1.3862943611198906,1.6094379124341003,1,0.0,3,11.751950239425476
6,7.293697720601438,6.678342114654332,2.0,5.209486152841421,1997,9.537483513308878,7.599901959208498,1997,1,6.517671272912275,0,0,6.418364935936212,4.110873864173311,4.330733340286331,0,0,0,0.0,2,2,0.0,0,1,1.3862943611198906,1.6094379124341003,2,0.0,3,12.083910661257521
6,7.0707241072602764,6.705639094860003,2.0,0.0,1934,8.738895704934043,7.593877844605118,1950,1,0.0,0,1,6.705639094860003,3.970291913552122,0.0,1,1,0,4.727387818712341,4,6,0.0,0,0,1.3862943611198906,1.6094379124341003,1,0.0,3,11.648338835562747
5,6.705639094860003,6.705639094860003,2.0,4.653960350157523,1963,9.044639916198465,7.582738488914411,1963,0,0.0,1,0,0.0,4.709530201312334,0.0,1,0,0,4.672828834461906,2,3,0.0,0,0,1.3862943611198906,1.6094379124341003,1,0.0,2,11.608244735642321
9,7.519149957669823,7.519149957669823,3.0,7.501634457883413,1981,10.825203541055348,7.591861714889934,1987,1,0.0,0,1,3.4965075614664802,4.23410650459726,4.290459441148391,0,0,0,6.754604099487962,0,2,0.0,0,1,1.0986122886681098,1.6094379124341003,0,0.0,0,12.861001210669146
5,7.215975002651466,5.953243334287785,2.0,5.953243334287785,1955,8.872767529910936,7.5822291942764615,1955,1,0.0,0,1,0.0,4.110873864173311,3.9318256327243257,0,1,0,0.0,4,0,0.0,0,0,1.3862943611198906,1.6094379124341003,1,0.0,3,11.775297421715827
6,7.262628600974241,7.262628600974241,2.0,6.19644412779452,1964,9.227787285579904,7.583247524303362,1964,1,0.0,0,1,6.841615476477592,4.61512051684126,0.0,0,0,0,0.0,4,1,5.60947179518496,0,1,1.3862943611198906,1.6094379124341003,2,0.0,3,12.103491596905931
8,7.461640392208575,6.878326468291325,2.0,6.476972362889683,1999,7.880804344674901,7.600902459542082,2000,1,6.6293632534374485,0,0,5.7745515455444085,3.2188758248682006,0.0,0,0,0,4.7535901911063645,2,2,6.124683390894205,0,1,1.0986122886681098,1.6094379124341003,2,0.0,3,12.058158312538197
7,7.450660796211539,6.7580945044277305,2.0,0.0,2004,9.362718052397065,7.60339933974067,2004,1,6.7580945044277305,0,0,6.7580945044277305,4.499809670330265,4.2626798770413155,0,0,0,0.0,2,6,0.0,0,1,1.0986122886681098,1.6094379124341003,2,0.0,3,12.188422799337028
10,7.988203597022576,7.252053951852814,3.0,0.0,2006,9.52390946537981,7.604396348796338,2006,1,7.326465613840322,0,1,7.252053951852814,4.204692619390966,0.0,0,0,0,5.262690188904886,0,6,6.939253946041508,0,0,1.0986122886681098,1.6094379124341003,3,3.6375861597263857,3,12.991755706536901
5,6.660575149839686,6.660575149839686,1.0,6.450470422144176,1972,8.881975184248867,7.587817219993427,1972,1,0.0,0,0,5.003946305945459,4.110873864173311,0.0,0,1,0,5.2832037287379885,4,0,0.0,0,0,1.3862943611198906,1.6094379124341003,1,0.0,2,11.735276702486741
6,7.055312843339752,7.055312843339752,2.0,6.848005274576363,2004,9.47830431356186,7.604396348796338,2004,1,0.0,0,0,5.384495062789089,4.1588830833596715,3.9318256327243257,0,1,0,0.0,2,0,0.0,0,0,1.0986122886681098,1.6094379124341003,1,0.0,3,11.970356641102999
5,7.013915474810528,6.274762021241939,1.0,0.0,1920,8.881975184248867,7.568379267836522,1996,0,6.274762021241939,1,0,6.274762021241939,4.110873864173311,0.0,1,1,0,0.0,4,6,0.0,0,0,0.6931471805599453,1.6094379124341003,1,4.976733742420574,3,11.522885696764481
8,7.223295679562314,7.223295679562314,2.0,3.2188758248682006,2006,8.770749549138642,7.604396348796338,2006,1,0.0,0,1,7.205635176410364,3.8066624897703196,3.912023005428146,0,0,0,4.795790545596741,2,2,5.187385805840755,0,1,1.0986122886681098,1.6094379124341003,2,0.0,2,12.218500103788143
7,7.444833273892193,6.3578422665081,2.0,0.0,1921,9.239996256883693,7.596392304064196,1950,1,6.695798917058491,0,0,6.3578422665081,3.9318256327243257,2.4849066497880004,1,1,0,2.5649493574615367,4,6,0.0,0,0,1.3862943611198906,1.6094379124341003,2,4.174387269895637,3,11.849404844423074
7,7.618251097876695,6.964135612418245,2.0,6.606650186198215,1997,9.145908511816794,7.6004023345004,1998,1,6.885509670034818,0,0,5.765191102784844,4.110873864173311,3.6109179126442243,0,0,0,6.3578422665081,2,2,6.352629396319567,0,1,1.0986122886681098,1.6094379124341003,2,0.0,3,12.299112067295642
8,7.813591552952433,7.042286171939743,3.0,0.0,2004,9.16868469670735,7.60339933974067,2005,1,7.193685818395112,0,1,7.042286171939743,4.343805421853684,5.0238805208462765,0,0,0,5.262690188904886,0,6,5.84354441703136,0,0,1.0986122886681098,1.6094379124341003,2,0.0,4,12.666660207428574
7,7.699842407396986,7.5745584842024805,2.0,6.816735880594968,1970,9.898525260706313,7.58629630715272,1989,1,0.0,0,1,6.943122422819428,4.110873864173311,0.0,0,0,0,5.71042701737487,2,2,5.662960480135946,0,1,1.3862943611198906,1.6094379124341003,2,0.0,3,12.100717685412471
7,7.299797366758161,7.282073658093465,2.0,6.921658184151129,2003,9.274816391160547,7.602900462204755,2003,1,0.0,0,0,6.089044875446846,4.290459441148391,3.4011973816621555,0,0,0,4.976733742420574,2,2,5.123963979403259,0,1,1.0986122886681098,1.6094379124341003,2,0.0,3,12.328294703023394
4,6.617402977974478,6.617402977974478,1.0,0.0,1945,8.435766192720509,7.57353126274595,1950,1,0.0,0,0,6.617402977974478,3.871201010907891,0.0,1,0,0,0.0,4,6,0.0,0,1,1.3862943611198906,1.0986122886681098,1,0.0,2,11.289794413577894
7,7.7354333524996886,7.173958319756794,2.0,6.403574197934815,1953,9.654641503869545,7.577633832602728,1953,1,6.891625897052253,0,1,6.553933404025811,4.406719247264253,3.091042453358316,0,0,0,0.0,4,1,0.0,0,1,1.3862943611198906,1.6094379124341003,2,4.74493212836325,3,12.323860125621126
7,7.707062655370473,7.707062655370473,2.0,7.53955882930103,1973,9.521641310026597,7.587817219993427,1973,1,0.0,0,2,5.840641657373398,4.564348191467836,0.0,0,0,0,5.707110264748875,2,0,7.017506142941256,0,1,1.3862943611198906,1.0986122886681098,2,0.0,3,12.404927602627597
4,6.740519359606223,6.740519359606223,2.0,6.338594078203183,1982,8.935903526274423,7.59488438721652,2006,1,0.0,0,0,5.638354669333745,4.248495242049359,0.0,0,1,0,0.0,4,0,0.0,0,0,1.3862943611198906,1.6094379124341003,1,0.0,2,11.771443882099637
7,7.449498005382849,6.725033642166843,2.0,0.0,1998,9.224440496354964,7.6004023345004,1998,1,6.726233402358747,0,1,6.725033642166843,4.31748811353631,4.553876891600541,0,0,0,0.0,2,6,3.713572066704308,0,1,1.3862943611198906,1.6094379124341003,2,0.0,3,12.128116509451258
5,6.99117688712121,6.99117688712121,2.0,5.771441123130016,1954,9.23024103368252,7.595889917718538,2003,1,0.0,0,0,6.003887067106539,4.454347296253507,0.0,0,0,0,0.0,4,0,4.653960350157523,0,1,1.3862943611198906,1.6094379124341003,1,0.0,3,11.88380602959621
3,7.381501894506707,6.734591659972948,1.0,0.0,1915,8.66406026722579,7.557994958530806,1950,0,6.641182169740591,1,0,6.734591659972948,4.110873864173311,0.0,1,1,0,0.0,1,6,0.0,0,0,1.3862943611198906,1.0986122886681098,2,5.313205979041787,3,11.58432477200052
4,6.8966943316227125,6.137727054086234,1.0,6.137727054086234,1973,7.3758821482150125,7.587817219993427,1973,1,6.137727054086234,0,0,0.0,3.091042453358316,4.624972813284271,1,0,0,4.795790545596741,2,2,0.0,0,0,1.3862943611198906,1.6094379124341003,1,0.0,2,11.418625774449596
4,6.859614903654202,6.859614903654202,1.0,5.43372200355424,1956,9.04499391938819,7.579167967396076,1956,1,0.0,0,0,6.586171654854675,4.110873864173311,0.0,0,1,0,0.0,4,0,0.0,0,0,1.3862943611198906,1.6094379124341003,1,0.0,2,11.818577604251555
5,7.1592919047975645,6.511745329644728,1.0,5.820082930352362,1948,9.063694791634697,7.575071699507561,2001,1,5.365976015021851,0,0,5.69035945432406,3.9318256327243257,0.0,1,1,0,0.0,4,1,0.0,0,0,1.3862943611198906,1.6094379124341003,1,0.0,2,11.751950239425476
4,7.478169694159785,7.478169694159785,0.0,0.0,1968,9.285355075781629,0.0,1968,0,0.0,1,0,7.478169694159785,4.290459441148391,0.0,0,0,0,0.0,4,6,0.0,0,0,1.3862943611198906,1.6094379124341003,2,0.0,4,11.824087219587643
5,7.115582126184454,6.089044875446846,2.0,0.0,1910,9.25349564229011,7.584264818389059,1981,1,6.3080984415095305,0,0,6.089044875446846,4.110873864173311,0.0,1,1,0,4.31748811353631,4,6,0.0,0,0,1.3862943611198906,1.6094379124341003,1,4.859812404361672,2,11.608244735642321
6,7.669961995473577,6.799055862058796,1.0,6.1070228877422545,1968,9.472781556562168,7.585281078639126,1968,1,6.8679744089702925,0,1,6.1070228877422545,4.61512051684126,4.290459441148391,0,0,0,0.0,2,5,6.3578422665081,0,1,1.0986122886681098,1.0986122886681098,2,0.0,4,12.173037959397275
6,7.198931240688173,7.121252453244542,2.0,7.091742115095153,1998,8.412054873292933,7.6004023345004,1998,1,0.0,0,0,3.6109179126442243,3.4965075614664802,5.298317366548036,1,0,0,0.0,0,2,6.095824562432225,0,1,1.3862943611198906,1.0986122886681098,2,0.0,2,11.941462360646149
8,7.355001921105257,7.355001921105257,3.0,3.5263605246161616,2007,9.230829038403499,7.60489448081162,2007,1,0.0,0,1,7.333676395657684,4.3694478524670215,4.605170185988092,0,0,0,4.976733742420574,2,2,6.150602768446279,0,1,1.0986122886681098,1.6094379124341003,2,0.0,3,12.409017571151187
5,6.97166860472579,6.97166860472579,2.0,0.0,1960,9.09301972939964,7.5883236773352225,1960,1,0.0,0,0,6.97166860472579,4.394449154672439,0.0,0,1,0,4.31748811353631,4,6,4.204692619390966,0,0,1.3862943611198906,1.6094379124341003,1,0.0,3,11.748005492256807
7,7.29641326877392,5.953243334287785,2.0,0.0,1995,9.051461866908694,7.59890045687141,1996,1,6.508769136971682,0,1,5.953243334287785,4.110873864173311,4.290459441148391,0,0,0,4.795790545596741,2,6,3.1354942159291497,0,0,1.3862943611198906,1.6094379124341003,2,0.0,3,12.034696963475044
8,7.790696031174738,7.161622002939187,2.0,0.0,1991,9.684086987500752,7.596894438144544,1992,1,7.018401799069201,0,1,7.161622002939187,4.804021044733257,4.418840607796598,0,0,0,4.852030263919617,2,6,5.652489180268651,0,1,1.0986122886681098,1.6094379124341003,2,0.0,4,12.468440756144114
6,7.353081920515432,6.529418838262226,2.0,0.0,2005,9.385301574363845,7.603897968521881,2005,1,6.776506992372183,0,1,6.529418838262226,4.812184355372417,3.6635616461296463,0,0,0,4.61512051684126,2,6,0.0,0,0,1.0986122886681098,1.6094379124341003,2,0.0,3,12.066816325306588
6,7.110696122978827,6.418364935936212,2.0,0.0,2009,8.281977058867758,7.605890001053122,2009,1,6.418364935936212,0,0,6.418364935936212,3.713572066704308,5.459585514144159,0,1,0,0.0,2,6,4.343805421853684,0,0,1.0986122886681098,1.6094379124341003,2,0.0,2,12.010671928196443
3,7.3310603052186325,6.921658184151129,0.0,0.0,1915,9.044403844431551,0.0,1982,0,0.0,1,0,6.921658184151129,4.663439094112067,0.0,0,0,1,0.0,4,6,0.0,0,0,0.6931471805599453,0.6931471805599453,1,5.056245805348308,2,11.350418300109132
4,6.898714534329988,6.898714534329988,0.0,6.3784261836515865,1994,8.996032669324372,0.0,1995,1,0.0,0,0,5.998936561946683,4.110873864173311,0.0,0,0,0,0.0,2,2,0.0,0,0,1.3862943611198906,1.6094379124341003,1,0.0,3,11.724813914587886
4,6.947937068614969,0.0,2.0,0.0,1950,8.881975184248867,7.576097340623111,1950,1,0.0,0,0,0.0,4.110873864173311,3.4011973816621555,0,1,0,0.0,3,4,0.0,0,0,1.3862943611198906,1.6094379124341003,1,0.0,2,11.60733523953139
5,7.119635638017636,7.119635638017636,2.0,6.398594934535208,1961,9.04793908261736,7.581719640125308,1961,1,0.0,0,0,6.455198563340122,4.454347296253507,0.0,0,0,0,0.0,4,5,5.318119993844216,1,1,1.3862943611198906,1.6094379124341003,1,0.0,2,11.498836682527127
5,6.872128101338986,6.776506992372183,2.0,6.570882962339584,1921,9.500095294588894,7.561121589530238,2006,1,0.0,0,0,5.099866427824199,4.394449154672439,0.0,0,1,0,0.0,2,0,0.0,0,0,1.3862943611198906,1.0986122886681098,1,3.8066624897703196,2,12.004574385508691
